Master Filename,Level of Description,Title,Date,Scope and Contents,Creator,Associated Person (Machine Generated),Subject,Location,Format of Material,Language,Cybernetic Classification (Machine Generated),Classification Certainty (Machine Generated),Machine-extracted Feature (Machine Generated),Overall Sentiment (Machine Generated),Percent Positive Sentiment (Machine Generated),Percent Negative Sentiment (Machine Generated),Percent Neutral Sentiment (Machine Generated),Rights,Parent Collection,Repository,Collection Identifier
1106026_52_Milner_1974.pdf,File,"Milner, David, 1974",1974,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Milner, David||von Foerster, Heinz",,cybernetics||epistemology,Lancaster (England),Correspondence,eng,Math,"Personal, 12.71%||Psychology, 22.23%||Machines, 28.56%||Math, 36.50%",Art||Computer,0.6486,4.1,0,95.9,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_52_Neubauer_1976.pdf,File,"Neubauer, Heidi, 1976",1976,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Neubauer, Heidi||von Foerster, Heinz",,,New Britain (CT),Correspondence,eng,Math,"Personal, 19.91%||Psychology, 20.11%||Machines, 24.54%||Math, 35.44%",,,,,,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_52_Nawrocki.pdf,File,"Nawrocki, David",,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Nawrocki, David",Walter,alternative technology,San Antonio (TX),Correspondence,eng,Personal,"Machines, 0.00%||Psychology, 0.00%||Math, 0.00%||Personal, 100.00%",Action||Art||effect||Concept||Culture||Design||Doubt||Ecology||Engineering||Environment||Evolution||Future||Human||Methods||World||Nature||Interdisciplinary||Information||Institution||Learning||Man||Mind||Model||System||Organization||Process||Science||Space||Structure||Systems||Time||Understanding||Adaptive||Allo||Communication||Cybernetics||Emergence||Entropy||Feedback||Goal||Purpose||Stability||State||Brain||Cat||Code||Component||Computer||Ear||Earth||Eye||Function||Hand||Hear||Program||Sun||Technology||American||Society||Walter,0.9996,19.4,5,75.6,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_52_Na_1975.pdf,File,"Na, Hwa Sung Hsieh, 1975",1975,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Hsieh Na, Hwa Sung||von Foerster, Heinz",,"Ashby, William Ross, 1903-1972||cybernetics||Biological Computer Laboratory (BCL)",Urbana (IL)||Ann Arbor (MI),Correspondence,eng,Math,"Math, 35.44%||Personal, 19.91%||Psychology, 20.11%||Machines, 24.54%",Cat,0.743,3.5,0.8,95.7,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_52_Orizu_1974.pdf,File,"Orizu, Oga N., 1974",1974,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Orizu, Oga N.||von Foerster, Heinz",,,Wilberforce (OH)||Urbana (IL),Correspondence,eng,Math,"Machines, 4.62%||Psychology, 13.51%||Personal, 20.88%||Math, 60.99%",Art||Engineering||Laboratory||Man||Memory||Physics||Time||Computer||Ear||Eye||Hear||Biological,0.9948,20.3,3.9,75.7,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_52_Peterson1_1967_76.pdf,File,"Peterson, Larry James (Thesis), 1967-76 (1 of 3)",1967-1976,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Peterson, Larry J.",,structures||functions,Urbana (IL),Correspondence,eng,Personal,"Machines, 0.00%||Math, 0.00%||Psychology, 0.00%||Personal, 100.00%",,,,,,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_52_Naranao_1973.pdf,File,"Naranao, Claudine, 1973",1973,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Naranao, Claudio",,,Kensington (CA),Correspondence,eng,Math,"Personal, 19.91%||Psychology, 20.11%||Machines, 24.54%||Math, 35.44%",Time||Ear,0.9738,41.3,0,58.7,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_52_Mount.pdf,File,"Mount, T.D.",,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Mount, T.D.||von Foerster, Heinz||Peterson, Larry J.",,income distribution||model,Ithaca (NY)||Urbana (IL),Correspondence,eng,Personal,"Psychology, 17.35%||Machines, 23.49%||Math, 29.10%||Personal, 30.06%",,,,,,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_52_Moulin_1974_76.pdf,File,"Moulin, Thibault, 1974-76",1974-1976,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Moulin, Thibault",,"systems||International Journal for Systems Science||Maturana, Humberto R., 1928-....||Systema",Sevres (France)||Montreal (Canada)||Paris (France),Correspondence,fre||eng,Personal,"Machines, 0.00%||Psychology, 0.00%||Math, 0.23%||Personal, 99.77%",,,,,,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_52_Niemann_1976.pdf,File,"Niemann, Ing. H., 1976",1976,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Niemann, Ing. H.||von Foerster, Heinz",,,Urbana (IL)||Ernlagen (Germany),Correspondence,ger,Math,"Psychology, 17.43%||Personal, 15.10%||Machines, 23.61%||Math, 43.86%",Art||Auto||Laboratory||Man||System||Eigen||Cat||Computer||Ear||Hand||Program||Biological,-0.8885,0.4,1.9,97.7,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_52_Mendius_1975.pdf,File,"Mendius, Barbie, 1975",1975,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Mendius, Barbara",,,Hillside (IL),Correspondence,eng,Math,"Personal, 19.91%||Psychology, 20.11%||Machines, 24.54%||Math, 35.44%",,0.4215,5.1,0,94.9,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_10_Francis_1969.pdf,File,"Francis, W.J., 1969",1969,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Francis, William J.",,doomsday||population||Bureau of Sport Fisheries and Wildlife,Urbana (IL)||Sandusky (OH),Correspondence,eng,Personal,"Personal, 60.70%||Math, 36.79%||Machines, 2.04%||Psychology, 0.48%",Cat||State||Value||Time||Science||Man||Laboratory||Knowledge||Information||World||Methods||Error||Engineering||Theory||Cause||Art||Hand||Function||Ear,0.9264,12.7,9,78.3,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_10_FordMargie_1971_72.pdf,File,"Ford, Margie, 1971-72",1971-1972,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Lawler, Harold B.||von Foerster, Heinz||Ford, Margaret",,Biological Computer Laboratory (BCL),Urbana (IL),Correspondence,eng,Math,"Math, 47.56%||Personal, 32.57%||Psychology, 16.06%||Machines, 3.82%",Biological||Open||Time||Man||Law||Laboratory||Institution||Control||Art||Sun||Hand||Ear||Computer||Cat,0.9729,10.7,3.6,85.7,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_10_Fowler_1955.pdf,File,"Fowler, Vernon, 1955",1955,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Fowler, Vernon J.",,Maxwell's equations,,Correspondence,eng,Personal,"Personal, 99.91%||Math, 0.08%||Psychology, 0.00%||Machines, 0.00%",Sun||Program||Moon||Function||Ear||Circuit||Structure||Space||Model||Man||Future||Flow||Error||Domain||effect||Cause||Art||Law||Cat||State||Purpose||Order||Open||Engineering||Laboratory||Information||Auto||Value||Time||Systems||System,0.9906,8.9,4.8,86.3,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_10_Frankl_1963.pdf,File,"Frankl, Viktor, 1963",1963,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Sasnett, J. R.||von Foerster, Heinz||Frankl, Viktor",Wittgenstein||Wiener||Plato||Newton||Mead||McCulloch||Bergson||Ashby,"logotherapy||Günther, Gotthard (1900-1984)||ontology||cybernetics",Pasadena (CA)||Urbana (IL)||Vienna (Austria),Correspondence,ger||eng,Personal,"Personal, 100.00%||Math, 0.00%||Psychology, 0.00%||Machines, 0.00%",Organization||Organism||Order||Observation||Neurology||System||Nervous||Model||Mind||Metaphysics||Memory||Meaning||Mechanism||Mathematics||Man||Learning||Law||Laboratory||Knowledge||Institution||Information||Nature||World||Methods||Imagination||Identity||Human||Future||Freedom||Fiction||Experimental||Experiment||Evolution||Error||Epistemology||Environment||Engineering||Dream||Doubt||Domain||Design||Description||Conversation||Theory||Control||Consciousness||Concept||Chaos||effect||Cause||Biology||Belief||Being||Behavior||Auto||Art||Action||Wittgenstein||Wiener||Mead||McCulloch||Gunther||Bergson||Ashby||Aristotle||American||Vision||Technology||Sun||Reflex||Program||Noise||Nerve||Map||Machine||Hear||Hand||Function||Eye||Ear||Computer||Component||Circuit||Cat||Brain||Animal||Trivial||State||variety||Requisite||Purpose||Disorder||Open||Goal||Entropy||Emergence||Eigen||Distinction||Cybernetics||Complexity||Communication||Automata||Allo||Woman||Variety||Value||Understanding||Truth||Theoretical||Time||Thinking||Systems||Synthesis||Syntax||Structure||Space||Scientific||Science||Representation||Reality||Process||Physics||Perception||Paradox,1,16,8,76.1,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_10_Fonseca_1974.pdf,File,"Fonseca, Jose S., 1974",1974,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Fonseca, Jose",Pitts||McCulloch||Maturana,schizophrenia,Urbana (IL)||Lisbon (Portugal),Correspondence,eng,Personal,"Personal, 99.66%||Psychology, 0.33%||Math, 0.01%||Machines, 0.00%",Pitts||McCulloch||Maturana||Biological||Sun||Signal||Program||Hand||Function||Ear||Computer||Code||Cat||Algorithm||State||Purpose||Disorder||Visual||Neural||Feedback||Distinction||Complexity||Communication||Autopoiesis||Systems||Structure||Space||Process||Perception||Order||System||Nervous||Model||Mind||Memory||Mechanism||Man||Learning||Laboratory||Hypothesis||Experimental||Experiment||Environment||Design||Theory||Control||Concept||Auto||Art||Action||Allo||Adaptation||Adaptive||Value||Time,0.9238,3.2,2.8,94,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_10_Frederickson_1971.pdf,File,"Fredericksen, Dick, 1971",1971,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Fredericksen, Dick",Turing||McCulloch,A Word in Edgewise,White Plains (NY),Correspondence,eng,Personal,"Personal, 100.00%||Psychology, 0.00%||Math, 0.00%||Machines, 0.00%",Science||Representation||Reality||Process||Perception||Organization||Organism||Order||Observation||Neurology||System||Nervous||Model||Mind||Memory||Meaning||Mechanism||Mathematics||Man||Learning||Laboratory||Knowledge||Institution||Information||Intelligence||Nature||World||Imagination||Illusion||Human||Future||Fiction||Experiment||Error||Environment||Engineering||Dream||Doubt||Design||Theory||Control||Consciousness||Concept||Cognition||effect||Cause||Biology||Being||Behavior||Auto||Art||Action||Turing||McCulloch||Biological||Vision||Sun||Signal||Reflex||Program||Nerve||Moon||Map||Machine||Hear||Hand||Function||Eye||Earth||Ear||Computer||Component||Code||Cat||Brain||Animal||State||variety||Purpose||Open||Visual||Neural||Heuristic||Goal||Feedback||Eigen||Communication||Automaton||Automata||intelligence||Artificial||Allo||Variety||Truth||Time||Thinking||Systems||Structure||Space||Law,0.9999,15.2,8.3,76.4,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_10_Fogel2_1958_70.pdf,File,"Fogel, Lawrence, 1958-65, 1967, 1969-70 (2 of 2)",1969-1970||1967||1958-1965,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Fogel, Lawrence J.||von Foerster, Heinz",Wiener||Walter||Turing||Shannon||Pask||Newton||Mead||McCulloch||Beer,"navigation||aeronautics||Convair Aerospace Division||National Science Foundation (NSF)||decision-making||Günther, Gotthard (1900-1984)",San Diego (CA)||Washington (D.C.)||Urbana (IL),Correspondence,eng,Personal,"Personal, 100.00%||Math, 0.00%||Psychology, 0.00%||Machines, 0.00%",Intelligent||Intelligence||Nature||World||Methods||Hypothesis||Human||Future||Freedom||Flow||Experimental||Experiment||Evolution||Error||Environment||Engineering||Dream||Doubt||Domain||Design||Description||Culture||Conversation||Theory||Control||Construction||Concept||Cognition||Chaos||effect||Cause||Biology||Belief||Being||Behavior||Auto||Art||Action||Wiener||Walter||Turing||Shannon||Pask||Mead||McCulloch||Gunther||Beer||Biological||Society||American||Vision||Technology||Sun||Signal||Reflex||Program||Noise||network||Network||Nerve||Map||Machine||Hear||Hand||Game||Function||Eye||Earth||Ear||Computer||Component||Code||Circuit||Cat||Brain||Animal||Algorithm||State||Stability||variety||Purpose||Open||Visual||Neural||Heuristic||Goal||Feedback||Entropy||Eigen||Cybernetics||Complexity||Communication||Automaton||Automata||intelligence||Artificial||Allo||Adaptation||Variety||Value||Uncertainty||Understanding||Time||Thinking||Systems||Structure||Space||Scientific||Science||Representation||Process||Physiology||Physics||Perception||Paradox||Organization||Organism||Order||Observation||System||Nervous||Model||Mind||Memory||Meaning||Mechanism||Mathematics||Manuscript||Man||Learning||Law||Laboratory||Knowledge||Institution||Information,1,12.2,7.1,80.7,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_10_Freedman_1964_69.pdf,File,"Freedman, David, 1964-67, 1969",1969||1964-1967,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Salmon, Marjorie I.||Jordan, E.C.||Bert, Paul A.||van Veen, Frederick||Rupprecht, T.A.||von Foerster, Heinz||Freedman, David",Walter||Turing||Newton,Bendix||tone analysis||electroacoustics||Institute of Electrical and Electronics Engineers (IEEE)||American Institute of Physics (AIP)||Audio Engineering Society (AES)||self-organization||adaptation||musical tones||ILLIAC (Illinois Automatic Computer)||Biological Computer Laboratory (BCL),Ottawa (Canada)||Lexington (MA)||New York (NY)||Southfield (MI)||Urbana (IL),Correspondence,eng,Personal,"Personal, 100.00%||Math, 0.00%||Psychology, 0.00%||Machines, 0.00%",Walter||Turing||Biological||Society||American||Vision||Technology||Sun||Signal||Program||Noise||network||Network||Nerve||Moon||Map||Machine||Hear||Hand||Function||Ear||Computer||Component||Code||Circuit||Cat||Brain||Algorithm||State||Stability||variety||Requisite||Purpose||Disorder||Open||Visual||Goal||Feedback||Distinction||Cybernetics||Complexity||Communication||intelligence||Artificial||Allo||Adaptive||Variety||Value||Understanding||Theoretical||Time||Systems||Synthesis||Structure||Space||Science||Representation||Process||Physiology||Physics||Organization||Order||System||Model||Mind||Memory||Meaning||Mechanism||Manuscript||Man||Learning||Laboratory||Knowledge||Institution||Information||Intelligence||Interdisciplinary||Nature||World||Methods||Identity||Human||Future||Freedom||Flow||Experimental||Experiment||Error||Environment||Engineering||Doubt||Domain||Design||Description||Theory||Control||Construction||Concept||Cognition||effect||Cause||Auto||Art||Action,1,12.6,3.9,83.6,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
